prefix_a,prefix_b,shared_labels
130.213,20.228,4
130.213,20.59,4
130.213,20.64,4
130.213,23.102,4
130.213,4.150,4
130.213,4.246,4
130.213,52.247,4
130.213,65.52,4
132.196,135.234,4
132.196,157.56,4
132.196,172.214,4
132.196,172.215,4
132.196,20.125,4
132.196,20.169,4
132.196,20.188,4
132.196,4.149,4
132.196,4.246,4
132.196,40.112,4
132.196,40.70,4
132.196,52.173,4
132.196,52.190,4
132.196,57.151,4
134.33,20.225,4
134.33,20.245,4
134.33,20.69,4
134.33,20.80,4
134.33,20.9,4
134.33,20.98,4
134.33,4.154,4
134.33,4.227,4
134.33,4.255,4
134.33,52.159,4
135.119,172.184,4
135.119,172.208,4
135.119,172.214,4
135.119,20.43,4
135.119,4.149,4
135.119,4.242,4
135.119,40.75,4
135.119,40.78,4
135.119,52.160,4
135.119,52.161,4
135.119,52.230,4
135.119,52.238,4
135.119,57.151,4
135.232,172.170,4
135.232,20.246,4
135.232,52.246,4
135.232,57.151,4
135.234,157.55,4
135.234,20.10,4
135.234,20.112,4
135.234,20.122,4
135.234,20.125,4
135.234,20.169,4
135.234,20.253,4
135.234,20.46,4
135.234,20.57,4
135.234,4.155,4
135.234,4.227,4
135.234,4.246,4
135.234,40.78,4
135.234,52.161,4
135.234,52.225,4
135.234,65.52,4
137.116,172.184,4
137.116,20.109,4
137.116,20.114,4
137.116,20.12,4
157.55,172.202,4
157.55,172.214,4
157.55,20.10,4
157.55,20.253,4
157.55,20.64,4
157.55,23.102,4
157.55,4.149,4
157.55,4.246,4
157.55,40.78,4
157.55,52.141,4
157.55,52.234,4
157.55,52.247,4
157.55,57.151,4
157.56,172.185,4
157.56,20.245,4
157.56,20.29,4
157.56,20.3,4
157.56,20.83,4
157.56,20.88,4
157.56,20.9,4
157.56,20.97,4
157.56,4.151,4
168.62,20.169,4
168.62,20.3,4
168.62,20.45,4
168.62,20.83,4
168.62,20.88,4
168.62,4.150,4
168.62,52.251,4
168.62,64.236,4
172.170,20.97,4
172.170,57.154,4
172.171,20.165,4
172.171,20.29,4
172.171,20.65,4
172.173,172.208,4
172.173,20.188,4
172.173,20.246,4
172.173,20.25,4
172.173,20.7,4
172.173,4.155,4
172.173,4.246,4
172.173,52.160,4
172.173,52.237,4
172.177,172.184,4
172.177,20.65,4
172.177,57.154,4
172.184,20.188,4
172.184,4.149,4
172.184,52.180,4
172.184,52.246,4
172.185,172.208,4
172.185,172.214,4
172.185,20.122,4
172.185,20.25,4
172.185,20.96,4
172.185,4.150,4
172.185,4.227,4
172.185,4.242,4
172.185,52.141,4
172.185,52.161,4
172.185,52.247,4
172.202,20.112,4
172.202,20.246,4
172.202,4.155,4
172.202,40.116,4
172.202,40.70,4
172.202,52.160,4
172.202,52.242,4
172.202,52.247,4
172.208,20.3,4
172.208,20.62,4
172.208,20.7,4
172.208,23.102,4
172.208,52.161,4
172.208,52.176,4
172.208,52.237,4
172.208,74.249,4
172.212,20.253,4
172.212,20.55,4
172.212,40.124,4
172.214,20.112,4
172.214,20.125,4
172.214,20.169,4
172.214,20.46,4
172.214,20.83,4
172.214,20.96,4
172.214,40.65,4
172.214,52.242,4
172.214,65.52,4
172.215,20.109,4
172.215,20.112,4
172.215,20.122,4
172.215,20.237,4
172.215,20.25,4
172.215,20.57,4
172.215,20.96,4
172.215,4.150,4
172.215,4.227,4
172.215,40.75,4
172.215,52.234,4
172.215,52.247,4
172.215,65.52,4
20.10,20.230,4
20.10,20.57,4
20.10,20.59,4
20.10,20.9,4
20.10,4.154,4
20.10,52.242,4
20.10,52.247,4
20.10,52.251,4
20.106,20.114,4
20.106,57.154,4
20.109,20.188,4
20.109,20.46,4
20.109,4.246,4
20.109,40.116,4
20.109,40.65,4
20.109,52.160,4
20.109,52.173,4
20.109,52.230,4
20.109,52.238,4
20.109,52.251,4
20.110,20.55,4
20.110,20.7,4
20.110,23.101,4
20.110,52.241,4
20.112,4.149,4
20.112,4.242,4
20.112,40.70,4
20.112,52.176,4
20.112,52.230,4
20.112,52.234,4
20.112,52.237,4
20.112,52.238,4
20.112,57.151,4
20.114,20.46,4
20.114,40.112,4
20.114,52.155,4
20.114,52.246,4
20.115,20.242,4
20.115,20.57,4
20.115,20.88,4
20.115,4.242,4
20.115,40.65,4
20.115,52.230,4
20.115,52.242,4
20.115,52.251,4
20.115,74.249,4
20.12,20.43,4
20.12,20.46,4
20.122,20.253,4
20.122,20.46,4
20.122,20.96,4
20.122,23.101,4
20.122,23.102,4
20.122,40.64,4
20.122,40.65,4
20.122,40.78,4
20.122,52.160,4
20.122,52.230,4
20.122,52.237,4
20.122,52.241,4
20.125,20.188,4
20.125,20.3,4
20.125,23.102,4
20.125,4.242,4
20.125,40.78,4
20.125,52.176,4
20.125,52.225,4
20.125,52.237,4
20.125,52.247,4
20.14,20.172,4
20.14,52.159,4
20.14,57.154,4
20.15,20.172,4
20.15,20.245,4
20.15,64.236,4
20.163,4.236,4
20.163,40.124,4
20.163,52.190,4
20.163,52.237,4
20.165,20.43,4
20.165,40.112,4
20.165,52.177,4
20.168,20.236,4
20.168,20.55,4
20.168,4.236,4
20.168,51.57,4
20.168,52.160,4
20.168,52.177,4
20.168,52.246,4
20.169,23.102,4
20.169,4.155,4
20.169,40.78,4
20.169,52.141,4
20.169,52.173,4
20.169,52.190,4
20.169,52.251,4
20.171,20.7,4
20.171,23.101,4
20.171,40.112,4
20.171,52.155,4
20.172,23.101,4
20.172,52.155,4
20.188,20.237,4
20.188,20.29,4
20.188,20.64,4
20.188,20.65,4
20.188,20.66,4
20.188,20.9,4
20.188,23.100,4
20.188,40.65,4
20.188,52.225,4
20.22,20.69,4
20.221,20.65,4
20.221,20.69,4
20.221,20.80,4
20.225,20.7,4
20.225,23.101,4
20.225,52.155,4
20.225,52.177,4
20.225,52.246,4
20.228,20.246,4
20.228,20.46,4
20.228,20.7,4
20.228,4.149,4
20.228,4.150,4
20.228,4.246,4
20.228,40.116,4
20.228,40.124,4
20.228,52.141,4
20.228,52.234,4
20.228,52.238,4
20.228,57.151,4
20.230,20.7,4
20.230,40.124,4
20.230,52.177,4
20.230,52.246,4
20.236,20.65,4
20.236,20.69,4
20.236,20.97,4
20.236,57.154,4
20.236,65.52,4
20.237,20.46,4
20.237,20.55,4
20.237,40.112,4
20.237,52.177,4
20.237,52.234,4
20.237,52.237,4
20.242,20.3,4
20.242,40.116,4
20.242,52.165,4
20.242,52.230,4
20.242,52.242,4
20.242,74.249,4
20.245,20.253,4
20.245,52.246,4
20.246,20.29,4
20.246,20.83,4
20.246,20.88,4
20.246,52.165,4
20.246,52.225,4
20.246,64.236,4
20.25,20.57,4
20.25,20.96,4
20.25,40.78,4
20.25,52.176,4
20.25,52.237,4
20.25,52.242,4
20.253,20.57,4
20.253,20.59,4
20.253,20.62,4
20.253,20.9,4
20.253,52.159,4
20.253,52.225,4
20.253,64.236,4
20.29,20.43,4
20.29,20.7,4
20.29,52.160,4
20.29,52.246,4
20.3,40.116,4
20.3,40.124,4
20.3,40.65,4
20.3,40.78,4
20.3,52.141,4
20.3,52.176,4
20.3,52.177,4
20.3,52.241,4
20.43,20.9,4
20.43,20.94,4
20.43,20.98,4
20.43,4.255,4
20.45,20.7,4
20.45,40.124,4
20.45,51.57,4
20.45,52.190,4
20.46,20.59,4
20.46,20.83,4
20.46,20.88,4
20.46,23.102,4
20.46,4.242,4
20.46,4.246,4
20.55,20.80,4
20.55,20.9,4
20.55,4.151,4
20.55,52.159,4
20.55,52.162,4
20.55,52.165,4
20.57,40.65,4
20.57,40.70,4
20.57,40.75,4
20.57,52.173,4
20.57,52.234,4
20.57,52.238,4
20.57,52.242,4
20.57,52.247,4
20.57,52.251,4
20.59,40.124,4
20.59,52.176,4
20.62,4.149,4
20.62,4.155,4
20.62,4.242,4
20.62,52.160,4
20.62,52.173,4
20.64,4.242,4
20.64,40.70,4
20.64,40.78,4
20.64,52.173,4
20.64,52.238,4
20.64,52.247,4
20.64,57.151,4
20.65,40.124,4
20.65,52.155,4
20.65,52.246,4
20.66,4.149,4
20.66,40.116,4
20.66,52.155,4
20.66,52.180,4
20.66,52.234,4
20.69,4.236,4
20.69,51.57,4
20.69,52.155,4
20.69,52.246,4
20.7,20.83,4
20.7,20.9,4
20.7,20.94,4
20.7,20.97,4
20.7,20.98,4
20.7,4.151,4
20.7,4.154,4
20.7,4.227,4
20.7,4.255,4
20.7,40.70,4
20.7,52.162,4
20.7,52.242,4
20.7,64.236,4
20.7,65.52,4
20.80,23.101,4
20.80,4.236,4
20.80,52.155,4
20.80,52.160,4
20.80,52.241,4
20.83,23.101,4
20.83,52.190,4
20.88,23.102,4
20.88,4.155,4
20.88,40.116,4
20.88,40.64,4
20.88,40.65,4
20.88,40.78,4
20.88,51.57,4
20.88,52.176,4
20.88,52.237,4
20.9,52.177,4
20.94,4.242,4
20.94,52.155,4
20.94,52.234,4
20.96,4.149,4
20.96,4.155,4
20.96,4.242,4
20.96,52.180,4
20.96,52.225,4
20.96,52.230,4
20.96,52.237,4
20.97,51.57,4
20.98,40.124,4
20.98,52.155,4
20.98,52.160,4
23.100,52.190,4
23.100,52.230,4
23.100,52.234,4
23.100,52.237,4
23.101,52.162,4
23.101,52.247,4
23.102,4.155,4
23.102,4.242,4
23.102,40.65,4
23.102,40.78,4
23.102,52.161,4
23.102,52.173,4
23.102,52.176,4
23.102,52.225,4
23.102,52.251,4
3.129,3.23,4
4.149,4.246,4
4.149,40.65,4
4.149,74.249,4
4.150,40.116,4
4.150,40.65,4
4.150,52.234,4
4.150,52.247,4
4.150,52.251,4
4.151,52.173,4
4.151,52.237,4
4.154,52.160,4
4.154,52.180,4
4.154,52.241,4
4.155,4.242,4
4.155,4.246,4
4.155,40.65,4
4.155,40.78,4
4.155,52.161,4
4.227,52.180,4
4.227,52.190,4
4.227,52.241,4
4.236,57.154,4
4.236,74.249,4
4.242,40.75,4
4.242,40.78,4
4.242,52.141,4
4.242,52.160,4
4.242,52.161,4
4.242,52.230,4
4.246,40.65,4
4.246,40.78,4
4.246,52.161,4
4.246,74.249,4
4.255,52.155,4
4.255,52.246,4
40.116,52.241,4
40.116,52.247,4
40.116,57.151,4
40.116,74.249,4
40.124,52.162,4
40.124,52.251,4
40.124,74.249,4
40.64,52.242,4
40.64,74.249,4
40.65,40.70,4
40.65,52.165,4
40.65,52.173,4
40.65,52.234,4
40.65,74.249,4
40.70,52.161,4
40.70,52.247,4
40.75,40.78,4
40.75,52.230,4
40.75,52.238,4
40.75,57.151,4
40.78,52.173,4
40.78,52.180,4
40.78,52.238,4
52.141,65.52,4
52.155,57.154,4
52.159,52.190,4
52.159,52.234,4
52.159,52.238,4
52.159,52.241,4
52.160,52.242,4
52.160,65.52,4
52.161,52.173,4
52.161,52.238,4
52.162,52.180,4
52.162,52.241,4
52.165,52.180,4
52.165,52.237,4
52.173,52.238,4
52.173,74.249,4
52.176,52.225,4
52.176,52.242,4
52.176,65.52,4
52.180,65.52,4
52.190,64.236,4
52.225,52.230,4
52.225,52.234,4
52.225,52.238,4
52.234,52.242,4
52.234,52.251,4
52.237,52.238,4
52.237,52.251,4
52.237,65.52,4
52.238,52.242,4
52.241,64.236,4
52.242,52.247,4
52.242,52.251,4
52.246,57.154,4
52.247,65.52,4
52.251,57.151,4
104.209,128.203,3
104.209,157.56,3
104.209,172.185,3
104.209,20.242,3
104.209,20.246,3
104.209,4.155,3
104.209,40.64,3
104.209,52.173,3
104.210,128.203,3
104.210,134.33,3
104.210,172.185,3
104.210,20.43,3
104.210,23.101,3
104.210,52.190,3
104.210,52.234,3
104.210,52.246,3
104.210,57.151,3
104.40,135.232,3
104.40,172.184,3
104.40,172.202,3
104.40,172.212,3
104.40,20.110,3
104.40,20.237,3
104.40,20.69,3
104.40,20.97,3
104.40,4.151,3
104.40,4.227,3
104.40,52.159,3
104.40,57.154,3
104.40,64.236,3
104.42,157.56,3
104.42,172.208,3
104.42,20.43,3
104.42,20.7,3
104.42,52.160,3
104.42,52.180,3
104.42,52.241,3
104.43,168.62,3
104.43,172.208,3
104.43,20.10,3
104.43,20.188,3
104.43,20.253,3
104.43,20.46,3
104.43,40.116,3
104.43,52.180,3
104.43,52.234,3
104.43,52.237,3
104.43,57.151,3
104.45,130.131,3
104.45,132.196,3
104.45,135.232,3
104.45,157.55,3
104.45,172.173,3
104.45,172.202,3
104.45,20.12,3
104.45,20.80,3
104.45,20.96,3
104.45,23.100,3
104.45,4.150,3
104.45,4.151,3
104.45,4.227,3
104.45,4.255,3
104.45,40.70,3
104.45,52.162,3
104.45,52.165,3
104.45,57.154,3
128.203,135.119,3
128.203,135.234,3
128.203,172.185,3
128.203,172.202,3
128.203,172.214,3
128.203,20.10,3
128.203,20.109,3
128.203,20.125,3
128.203,20.57,3
128.203,20.88,3
128.203,4.155,3
128.203,4.242,3
128.203,52.173,3
128.203,52.225,3
128.203,52.230,3
128.203,52.246,3
128.203,65.52,3
13.66,172.173,3
13.66,20.110,3
13.66,20.12,3
13.66,20.171,3
13.66,20.59,3
13.66,20.62,3
13.66,20.65,3
13.66,20.97,3
13.66,4.150,3
13.66,64.236,3
13.78,172.185,3
13.78,172.202,3
13.78,172.214,3
13.78,20.115,3
13.78,20.228,3
13.78,20.242,3
13.78,20.46,3
13.78,20.57,3
13.78,20.64,3
13.78,20.83,3
13.78,4.150,3
13.78,4.242,3
13.78,4.246,3
13.78,40.65,3
13.78,52.230,3
13.78,52.234,3
13.83,130.131,3
13.83,135.232,3
13.83,20.109,3
13.83,20.112,3
13.83,20.122,3
13.83,20.163,3
13.83,20.169,3
13.83,20.171,3
13.83,20.228,3
13.83,20.45,3
13.83,20.59,3
13.83,20.69,3
13.83,20.80,3
13.83,20.88,3
13.83,20.94,3
13.83,20.96,3
13.83,4.151,3
13.83,4.155,3
13.83,52.176,3
13.83,64.236,3
13.83,65.52,3
13.86,172.173,3
13.86,20.29,3
13.86,20.66,3
13.86,20.69,3
13.86,20.80,3
13.86,4.154,3
13.86,4.255,3
13.86,52.159,3
13.86,52.162,3
13.86,64.236,3
13.86,74.249,3
130.131,137.116,3
130.131,20.55,3
130.131,4.149,3
130.131,52.155,3
130.131,52.241,3
130.213,157.55,3
130.213,172.215,3
130.213,20.112,3
130.213,20.25,3
130.213,20.46,3
130.213,20.88,3
130.213,4.151,3
130.213,40.116,3
130.213,40.64,3
130.213,40.70,3
130.213,40.78,3
130.213,52.141,3
130.213,52.230,3
130.213,52.242,3
132.196,168.62,3
132.196,172.208,3
132.196,20.10,3
132.196,20.25,3
132.196,20.253,3
132.196,20.46,3
132.196,20.55,3
132.196,20.7,3
132.196,52.155,3
132.196,52.160,3
132.196,52.176,3
132.196,52.237,3
134.33,137.116,3
134.33,172.173,3
134.33,20.110,3
134.33,20.112,3
134.33,20.12,3
134.33,20.163,3
134.33,20.172,3
134.33,20.228,3
134.33,20.230,3
134.33,20.29,3
134.33,20.59,3
134.33,20.62,3
134.33,4.150,3
134.33,4.151,3
134.33,4.236,3
134.33,52.161,3
134.33,52.162,3
134.33,64.236,3
135.119,157.56,3
135.119,172.185,3
135.119,172.215,3
135.119,20.10,3
135.119,20.112,3
135.119,20.55,3
135.119,20.7,3
135.119,23.102,3
135.119,4.155,3
135.119,4.246,3
135.119,52.173,3
135.119,52.234,3
135.119,52.251,3
135.232,172.177,3
135.232,20.14,3
135.232,20.15,3
135.232,20.236,3
135.232,4.236,3
135.234,172.208,3
135.234,172.214,3
135.234,172.215,3
135.234,20.3,3
135.234,23.102,3
135.234,4.150,3
135.234,40.64,3
135.234,40.65,3
135.234,40.70,3
135.234,52.238,3
135.234,52.241,3
135.234,57.151,3
137.116,172.212,3
137.116,20.112,3
137.116,20.125,3
137.116,20.163,3
137.116,20.169,3
137.116,20.242,3
137.116,20.25,3
137.116,20.29,3
137.116,20.64,3
137.116,4.255,3
137.116,52.161,3
137.116,52.190,3
137.116,52.230,3
137.116,65.52,3
157.55,168.62,3
157.55,172.185,3
157.55,172.208,3
157.55,20.7,3
157.55,23.101,3
157.55,4.236,3
157.55,40.124,3
157.55,40.64,3
157.55,40.65,3
157.55,40.70,3
157.55,52.176,3
157.55,52.190,3
157.55,52.230,3
157.56,172.212,3
157.56,20.109,3
157.56,20.12,3
157.56,20.122,3
157.56,20.125,3
157.56,20.163,3
157.56,20.172,3
157.56,20.230,3
157.56,20.45,3
157.56,20.57,3
157.56,20.59,3
157.56,20.62,3
157.56,20.80,3
157.56,20.94,3
157.56,20.96,3
157.56,4.149,3
157.56,4.150,3
157.56,4.154,3
157.56,4.242,3
157.56,52.141,3
157.56,52.160,3
157.56,52.162,3
157.56,65.52,3
157.56,74.249,3
168.62,172.215,3
168.62,20.125,3
168.62,20.228,3
168.62,20.242,3
168.62,20.96,3
168.62,23.100,3
168.62,4.242,3
168.62,40.65,3
168.62,40.70,3
168.62,52.161,3
168.62,52.165,3
168.62,52.225,3
168.62,52.234,3
168.62,52.242,3
168.62,65.52,3
168.62,74.249,3
172.170,20.171,3
172.170,20.69,3
172.171,172.202,3
172.171,20.114,3
172.171,20.225,3
172.171,20.237,3
172.171,20.245,3
172.171,20.69,3
172.171,20.97,3
172.171,4.255,3
172.173,172.214,3
172.173,20.10,3
172.173,20.43,3
172.173,20.55,3
172.173,23.101,3
172.173,40.112,3
172.173,40.124,3
172.173,40.64,3
172.173,52.173,3
172.173,57.151,3
172.177,20.171,3
172.177,20.172,3
172.177,20.230,3
172.177,20.69,3
172.177,20.80,3
172.177,20.97,3
172.177,4.154,3
172.184,20.15,3
172.184,20.236,3
172.184,20.246,3
172.184,20.55,3
172.184,20.7,3
172.185,20.10,3
172.185,20.169,3
172.185,20.253,3
172.185,20.46,3
172.185,20.57,3
172.185,20.64,3
172.185,20.88,3
172.185,4.149,3
172.185,40.116,3
172.185,52.173,3
172.185,52.237,3
172.185,52.238,3
172.185,52.242,3
172.185,57.151,3
172.202,20.14,3
172.202,20.242,3
172.202,20.253,3
172.202,20.46,3
172.202,20.62,3
172.202,4.236,3
172.202,40.78,3
172.202,51.57,3
172.202,52.141,3
172.202,52.230,3
172.202,52.241,3
172.202,57.151,3
172.208,172.212,3
172.208,20.109,3
172.208,20.112,3
172.208,20.122,3
172.208,20.169,3
172.208,20.228,3
172.208,20.25,3
172.208,20.88,3
172.208,23.100,3
172.208,4.150,3
172.208,4.227,3
172.208,52.165,3
172.208,52.247,3
172.208,52.251,3
172.208,65.52,3
172.212,20.15,3
172.212,20.188,3
172.212,20.46,3
172.212,20.7,3
172.212,4.149,3
172.212,40.112,3
172.212,40.64,3
172.212,52.155,3
172.212,52.180,3
172.212,52.190,3
172.214,20.115,3
172.214,20.188,3
172.214,20.3,3
172.214,20.55,3
172.214,20.64,3
172.214,23.102,3
172.214,4.155,3
172.214,4.242,3
172.214,4.246,3
172.214,40.116,3
172.214,40.64,3
172.214,40.70,3
172.214,40.78,3
172.214,52.141,3
172.214,52.161,3
172.214,52.176,3
172.214,52.225,3
172.214,52.230,3
172.214,52.237,3
172.214,52.247,3
172.214,52.251,3
172.214,57.151,3
172.214,74.249,3
172.215,20.115,3
172.215,20.3,3
172.215,23.101,3
172.215,23.102,3
172.215,40.116,3
172.215,40.65,3
172.215,40.78,3
172.215,52.173,3
172.215,52.176,3
172.215,52.242,3
172.215,52.246,3
20.10,20.109,3
20.10,20.112,3
20.10,20.122,3
20.10,20.125,3
20.10,20.163,3
20.10,20.169,3
20.10,20.188,3
20.10,20.237,3
20.10,20.3,3
20.10,20.62,3
20.10,20.64,3
20.10,20.94,3
20.10,4.150,3
20.10,40.124,3
20.10,40.65,3
20.10,40.75,3
20.10,52.160,3
20.10,52.173,3
20.10,52.225,3
20.10,52.234,3
20.106,20.12,3
20.106,20.165,3
20.106,20.171,3
20.106,20.172,3
20.106,20.65,3
20.106,20.80,3
20.106,20.83,3
20.106,20.9,3
20.109,20.25,3
20.109,20.253,3
20.109,20.7,3
20.109,4.155,3
20.109,40.64,3
20.109,52.234,3
20.109,52.237,3
20.109,52.241,3
20.109,52.246,3
20.110,20.14,3
20.110,20.22,3
20.110,20.236,3
20.110,40.112,3
20.110,52.180,3
20.112,20.246,3
20.112,4.246,3
20.112,40.124,3
20.112,40.64,3
20.112,52.141,3
20.112,52.155,3
20.112,52.190,3
20.112,52.241,3
20.112,52.246,3
20.114,20.55,3
20.114,52.241,3
20.115,20.122,3
20.115,20.125,3
20.115,20.253,3
20.115,20.43,3
20.115,20.55,3
20.115,4.155,3
20.115,4.246,3
20.115,40.78,3
20.115,52.155,3
20.115,52.173,3
20.115,52.190,3
20.12,20.14,3
20.12,20.55,3
20.12,4.236,3
20.12,52.190,3
20.12,52.234,3
20.12,52.246,3
20.122,20.188,3
20.122,4.236,3
20.122,4.246,3
20.122,52.141,3
20.122,52.176,3
20.122,57.151,3
20.125,20.14,3
20.125,20.169,3
20.125,20.242,3
20.125,4.149,3
20.125,4.150,3
20.125,4.155,3
20.125,4.246,3
20.125,40.116,3
20.125,40.124,3
20.125,52.173,3
20.125,52.190,3
20.125,52.230,3
20.125,52.242,3
20.125,52.246,3
20.125,57.151,3
20.14,20.163,3
20.14,20.69,3
20.14,20.88,3
20.14,20.97,3
20.14,4.154,3
20.14,40.75,3
20.15,20.163,3
20.15,20.3,3
20.15,20.64,3
20.15,20.69,3
20.15,20.96,3
20.15,4.255,3
20.15,52.162,3
20.15,57.151,3
20.15,57.154,3
20.15,74.249,3
20.163,20.188,3
20.163,20.246,3
20.163,20.43,3
20.163,52.155,3
20.163,52.160,3
20.163,52.241,3
20.163,52.246,3
20.165,20.221,3
20.165,20.236,3
20.165,52.250,3
20.168,20.43,3
20.168,52.167,3
20.169,20.242,3
20.169,20.25,3
20.169,20.43,3
20.169,20.46,3
20.169,40.112,3
20.169,40.70,3
20.169,52.161,3
20.169,52.180,3
20.169,52.234,3
20.169,52.237,3
20.169,52.247,3
20.169,57.151,3
20.169,65.52,3
20.171,20.43,3
20.172,20.55,3
20.172,4.236,3
20.172,40.112,3
20.172,51.57,3
20.186,20.69,3
20.188,20.228,3
20.188,20.25,3
20.188,20.59,3
20.188,20.83,3
20.188,20.96,3
20.188,40.75,3
20.188,52.165,3
20.188,52.176,3
20.188,52.242,3
20.188,74.249,3
20.22,20.59,3
20.221,20.225,3
20.221,20.29,3
20.221,20.83,3
20.221,20.97,3
20.221,23.100,3
20.221,4.151,3
20.221,52.159,3
20.225,20.236,3
20.228,4.155,3
20.228,4.236,3
20.228,52.160,3
20.228,52.190,3
20.228,52.247,3
20.230,23.101,3
20.230,4.236,3
20.230,40.112,3
20.236,20.245,3
20.236,20.94,3
20.236,23.100,3
20.236,52.159,3
20.236,52.162,3
20.236,64.236,3
20.237,40.124,3
20.237,52.241,3
20.242,20.25,3
20.242,20.62,3
20.242,20.64,3
20.242,23.102,3
20.242,4.150,3
20.242,4.155,3
20.242,4.242,3
20.242,40.75,3
20.242,52.141,3
20.242,52.173,3
20.242,52.225,3
20.242,52.237,3
20.242,52.251,3
20.245,20.55,3
20.245,51.57,3
20.245,52.177,3
20.245,52.180,3
20.245,52.241,3
20.246,20.25,3
20.246,20.59,3
20.246,20.96,3
20.246,23.100,3
20.246,23.102,3
20.246,4.227,3
20.246,40.70,3
20.246,52.176,3
20.246,52.242,3
20.25,20.62,3
20.25,4.149,3
20.25,4.150,3
20.25,4.242,3
20.25,40.124,3
20.25,40.64,3
20.25,40.70,3
20.25,52.141,3
20.25,52.177,3
20.25,52.230,3
20.25,52.238,3
20.253,20.29,3
20.253,20.64,3
20.253,20.83,3
20.253,20.88,3
20.253,20.96,3
20.253,23.100,3
20.253,4.151,3
20.253,4.154,3
20.253,40.65,3
20.253,52.141,3
20.253,52.161,3
20.253,52.165,3
20.253,52.230,3
20.253,57.151,3
20.29,4.149,3
20.29,4.236,3
20.29,40.112,3
20.29,52.177,3
20.3,20.55,3
20.3,4.149,3
20.3,4.155,3
20.3,52.155,3
20.3,52.234,3
20.43,20.45,3
20.43,20.65,3
20.43,20.69,3
20.43,20.96,3
20.43,4.151,3
20.43,52.159,3
20.43,52.165,3
20.43,52.225,3
20.45,23.101,3
20.45,52.155,3
20.45,52.234,3
20.45,52.241,3
20.45,52.246,3
20.46,20.64,3
20.46,4.151,3
20.46,4.155,3
20.46,40.64,3
20.46,52.161,3
20.46,52.165,3
20.46,52.173,3
20.46,52.238,3
20.46,52.251,3
20.46,57.151,3
20.46,65.52,3
20.46,74.249,3
20.55,20.59,3
20.55,20.94,3
20.55,20.98,3
20.55,23.100,3
20.55,4.227,3
20.55,64.236,3
20.57,20.7,3
20.57,23.102,3
20.57,4.155,3
20.57,40.116,3
20.57,52.141,3
20.57,52.160,3
20.57,52.237,3
20.57,52.241,3
20.57,57.151,3
20.59,20.7,3
20.59,23.101,3
20.59,52.160,3
20.59,52.190,3
20.59,52.238,3
20.59,52.246,3
20.62,20.7,3
20.62,23.101,3
20.62,52.155,3
20.62,52.190,3
20.62,52.230,3
20.62,52.237,3
20.62,52.238,3
20.62,52.246,3
20.64,4.149,3
20.64,4.155,3
20.64,4.246,3
20.64,52.160,3
20.64,52.230,3
20.64,52.237,3
20.65,4.236,3
20.65,51.57,3
20.65,52.180,3
20.66,23.101,3
20.66,51.57,3
20.66,52.160,3
20.66,52.177,3
20.66,52.190,3
20.66,52.246,3
20.7,20.96,3
20.7,40.78,3
20.7,52.161,3
20.7,74.249,3
20.80,52.246,3
20.83,4.149,3
20.83,4.155,3
20.83,52.155,3
20.83,52.160,3
20.83,52.180,3
20.83,52.246,3
20.88,4.149,3
20.88,4.246,3
20.88,52.177,3
20.88,52.180,3
20.88,52.234,3
20.9,40.112,3
20.9,52.155,3
20.9,52.160,3
20.9,52.190,3
20.9,52.246,3
20.94,23.101,3
20.94,40.124,3
20.94,40.64,3
20.94,52.180,3
20.94,52.246,3
20.96,40.116,3
20.96,52.141,3
20.96,52.176,3
20.96,52.241,3
20.97,4.236,3
20.97,52.155,3
20.97,52.177,3
20.98,23.101,3
20.98,52.241,3
23.100,23.101,3
23.100,40.124,3
23.100,51.57,3
23.100,52.160,3
23.100,52.180,3
23.100,52.246,3
23.101,4.154,3
23.101,40.70,3
23.101,40.75,3
23.101,52.159,3
23.101,52.225,3
23.101,52.242,3
23.101,57.151,3
23.101,64.236,3
23.102,4.150,3
23.102,40.70,3
23.102,52.190,3
23.102,52.234,3
23.102,52.238,3
4.149,4.154,3
4.149,4.227,3
4.149,4.242,3
4.149,40.124,3
4.149,40.70,3
4.149,52.165,3
4.149,52.225,3
4.150,40.64,3
4.150,40.78,3
4.150,52.173,3
4.150,52.230,3
4.150,52.237,3
4.150,52.238,3
4.150,57.151,3
4.151,40.116,3
4.151,40.64,3
4.151,51.57,3
4.151,52.160,3
4.151,52.177,3
4.151,52.180,3
4.151,52.246,3
4.154,40.112,3
4.154,40.124,3
4.154,52.155,3
4.155,40.116,3
4.155,40.75,3
4.155,52.173,3
4.155,52.230,3
4.155,52.237,3
4.155,52.238,3
4.155,52.242,3
4.155,65.52,3
4.227,4.236,3
4.227,40.112,3
4.227,52.160,3
4.227,52.246,3
4.227,57.151,3
4.236,40.70,3
4.236,52.159,3
4.236,52.176,3
4.242,40.65,3
4.242,40.70,3
4.242,52.176,3
4.242,52.190,3
4.242,52.237,3
4.246,40.70,3
4.246,52.176,3
4.246,52.225,3
4.246,52.241,3
4.246,52.242,3
4.246,52.247,3
4.246,57.151,3
4.255,52.177,3
40.112,64.236,3
40.116,40.124,3
40.116,40.70,3
40.116,40.78,3
40.116,52.141,3
40.116,52.225,3
40.116,52.230,3
40.116,52.234,3
40.116,65.52,3
40.124,40.64,3
40.124,40.75,3
40.124,52.165,3
40.124,52.225,3
40.64,40.65,3
40.64,52.165,3
40.64,52.247,3
